,T6,,,,,,,,,T8,,,,,,,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
Frame,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
445,-137.977,8.9501,1768.84,-148.049,22.0148,1750.75,-130.739,11.7666,1745.45,51.6142,115.006,1714.26,53.4966,112.37,1695.49,35.7094,122.94,1704.75
446,-136.846,9.68798,1768.09,-147.22,22.2438,1750.06,-129.667,12.6035,1744.58,52.5899,115.392,1714.82,54.1801,112.584,1696.13,36.6575,123.12,1705.36
447,-135.677,10.3851,1767.37,-146.189,23.0321,1749.31,-128.218,13.7089,1743.85,53.5859,115.689,1715.49,55.1173,112.931,1696.77,37.3922,123.515,1706.06
448,-134.524,11.1515,1766.58,-145.316,23.2789,1748.5,-127.112,14.4677,1743.05,54.1998,116.032,1716.3,55.6748,113.242,1697.57,37.9207,123.65,1707.15
449,-133.359,11.9214,1765.87,-144.062,24.2848,1747.96,-126.069,15.067,1742.29,54.9093,116.311,1717.55,56.366,113.513,1698.81,38.4807,124.199,1708.06
450,-132.259,12.6592,1765.14,-143.068,25.0957,1747.15,-125.33,15.2963,1741.63,55.2626,116.557,1718.57,56.8333,113.85,1699.8,39.0145,124.597,1709.25
451,-131.133,13.4967,1764.48,-141.991,25.9757,1746.17,-124.313,16.0471,1740.83,55.9474,116.87,1719.84,57.3111,114.2,1700.93,39.7776,124.807,1710.67
452,-129.996,14.3964,1763.71,-140.93,26.722,1745.7,-122.902,17.4204,1740.16,56.4803,117.163,1721.32,57.7147,114.436,1702.48,40.3149,125.321,1711.94
453,-128.806,15.2855,1763.12,-139.889,27.503,1744.96,-122.197,17.6968,1739.34,56.8938,117.501,1722.65,57.749,114.678,1703.73,40.6774,125.54,1713.36
454,-127.699,16.1847,1762.39,-138.696,28.3647,1744.34,-120.783,19.0789,1738.8,57.0783,117.853,1724.13,58.3707,115.108,1705.15,41.0804,125.983,1714.88
455,-126.433,17.0527,1761.77,-137.452,28.9258,1743.72,-119.568,19.9224,1738.12,57.0847,118.248,1725.65,57.8657,115.322,1706.83,40.9735,126.311,1716.35
456,-125.123,17.9224,1761.15,-136.159,29.7724,1743.16,-118.719,20.1418,1737.42,56.7853,118.673,1727.17,58.4139,116.006,1708.52,40.5627,126.93,1718.06
457,-123.764,18.757,1760.49,-134.877,30.515,1742.46,-117.39,20.9602,1736.81,56.3204,119.115,1729.03,57.4198,116.367,1710.14,40.2328,127.423,1719.67
458,-122.474,19.5607,1759.94,-133.594,31.1591,1741.93,-115.652,22.3363,1736.21,55.7359,119.558,1730.68,56.9112,116.799,1711.76,39.6034,127.796,1721.58
459,-121.026,20.4,1759.36,-132.269,31.7872,1740.99,-114.282,23.1554,1735.66,55.3697,120.211,1732.58,56.3336,117.35,1713.74,38.7928,128.385,1723.36
460,-119.622,21.2332,1758.86,-130.976,32.7366,1740.77,-113.33,23.2513,1735.21,54.5042,120.775,1734.45,55.9494,118.081,1715.7,38.2293,128.98,1725.31
461,-118.139,22.0362,1758.46,-129.727,33.3307,1740.38,-112.057,23.8808,1734.63,53.3789,121.192,1736.45,54.5096,118.369,1717.66,37.5025,129.517,1727.09
462,-116.64,22.8956,1757.96,-128.343,34.0367,1739.79,-110.203,25.3202,1734.1,52.2728,121.761,1738.25,53.569,118.955,1719.48,36.2125,130.119,1729.03
463,-115.193,23.6413,1757.39,-126.941,34.6134,1739.25,-108.787,26.0475,1733.61,51.2604,122.364,1740.4,52.3086,119.428,1721.5,35.1668,130.719,1730.94
464,-113.745,24.4329,1756.88,-125.453,35.1961,1738.77,-107.262,26.8181,1733.09,50.0473,122.953,1742.14,51.215,120.07,1723.41,34.0922,131.285,1732.83
465,-112.183,25.1952,1756.26,-123.883,36.0519,1738.19,-105.697,27.5168,1732.45,48.6543,123.58,1744.12,49.9574,120.708,1725.19,32.6827,131.917,1734.73
466,-110.564,25.938,1755.58,-122.514,36.6461,1737.34,-104.202,28.213,1731.77,47.6312,124.112,1745.95,48.541,121.201,1727.2,31.3617,132.547,1736.61
467,-108.997,26.7324,1754.83,-121.043,37.1769,1736.59,-102.758,28.8382,1731.07,45.9341,124.844,1747.93,47.316,121.994,1729.04,30.1302,133.296,1738.48
468,-107.409,27.4878,1754.1,-119.417,37.8463,1735.73,-100.982,29.8415,1730.24,44.3465,125.341,1749.85,45.6324,122.485,1730.96,28.5098,133.895,1740.29
469,-105.759,28.2939,1753.27,-117.773,38.7025,1735.17,-99.4207,30.4087,1729.45,42.8857,126.177,1751.56,44.5554,123.348,1732.79,27.0229,134.543,1742.05
470,-104.165,29.0141,1752.48,-116.301,39.2774,1734.19,-97.7537,31.3067,1728.6,41.001,126.706,1753.29,42.3861,123.876,1734.37,25.3166,135.313,1743.89
471,-102.4,29.8927,1751.61,-114.585,39.9642,1733.37,-95.9857,32.2001,1727.72,39.5285,127.603,1754.92,40.5536,124.61,1736.16,23.439,135.934,1745.43
472,-100.645,30.815,1750.73,-112.901,40.7793,1732.48,-94.2996,32.9598,1726.82,37.5825,128.25,1756.46,39.5315,125.475,1737.84,21.8075,136.684,1747.04
473,-98.821,31.5604,1749.77,-111.131,41.5028,1731.45,-92.4901,33.7412,1725.91,35.6687,128.984,1757.97,37.1626,126.152,1739.11,19.9217,137.482,1748.61
474,-96.9019,32.4818,1748.78,-109.321,42.2501,1730.61,-90.6501,34.6504,1724.94,33.8808,129.79,1759.44,35.175,126.818,1740.7,18.2161,138.28,1749.87
475,-94.8786,33.4316,1747.82,-107.455,43.0039,1729.58,-88.7039,35.5138,1723.84,32.0234,130.636,1760.77,33.5744,127.638,1742,16.0419,138.772,1751.26
476,-92.9262,34.3141,1746.76,-105.503,43.8002,1728.51,-86.8373,36.309,1722.81,30.145,131.338,1762.12,31.6828,128.431,1743.35,14.3617,139.644,1752.55
477,-90.9263,35.1176,1745.57,-103.436,44.5461,1727.31,-84.7236,37.267,1721.7,28.244,132.1,1763.32,29.8432,129.193,1744.4,12.4986,140.409,1753.83
478,8.34134,-37.2002,1667.73,-7.07981,-25.325,1653.07,11.3589,-29.1899,1644.97,26.4754,132.944,1764.5,27.9759,129.973,1745.72,10.7018,141.12,1754.88
479,9.502,-39.5768,1666.09,-5.9979,-27.6538,1651.64,12.4769,-31.4328,1643.33,24.4076,133.59,1765.45,26.027,130.748,1746.73,8.62164,142.08,1755.78
480,10.6724,-41.9836,1664.46,-4.84885,-29.9322,1650.09,13.5717,-33.6564,1641.75,22.6136,134.563,1766.26,23.7963,131.535,1747.51,6.51839,142.742,1756.71
481,13.0962,-46.6065,1661.16,-2.45762,-34.2838,1647.07,15.9294,-37.9884,1638.54,20.4236,135.213,1767.04,21.8472,132.391,1748.32,4.53089,143.582,1757.61
482,15.5448,-50.9714,1657.97,-0.0655488,-38.4,1643.94,18.2659,-42.0365,1635.39,18.7267,136.068,1767.86,20.2018,133.264,1749.14,2.55273,144.281,1758.37
483,16.735,-53.0682,1656.31,1.10469,-40.443,1642.58,19.3647,-43.9992,1633.74,16.7392,136.866,1768.66,18.075,134.018,1749.93,0.75756,145.015,1759.28
484,17.8155,-55.0399,1654.68,2.27158,-42.2412,1641.13,20.3948,-45.7711,1632,14.8858,137.514,1769.5,16.37,134.673,1750.66,-1.04019,145.791,1760.06
485,18.9155,-56.9778,1653.08,3.24599,-44.1345,1639.58,21.4517,-47.5752,1630.62,13.2424,138.261,1770.37,14.6767,135.404,1751.56,-2.70205,146.386,1760.98
486,24.5884,-67.224,1643.84,8.57886,-54.1267,1631.14,26.8258,-57.364,1621.59,11.408,138.889,1771.22,12.9568,136.028,1752.38,-4.40536,147.13,1761.74
487,25.9567,-69.98,1641.05,10.1476,-56.7369,1628.58,28.2287,-59.8036,1618.49,9.85567,139.601,1771.98,11.3535,136.704,1753.21,-6.18914,147.891,1762.46
488,26.5428,-71.329,1639.71,10.789,-57.8087,1627.33,28.6396,-61.417,1617.5,8.04129,140.209,1772.78,9.61588,137.224,1754.02,-7.60786,148.34,1763.04
489,27.1975,-72.6274,1638.39,11.2837,-59.0562,1626.08,29.2818,-62.4984,1616.16,6.34632,140.796,1773.57,8.11238,137.911,1754.87,-9.67966,148.934,1763.78
490,27.6662,-73.8794,1637.26,11.8838,-60.07,1624.96,29.6508,-63.7289,1615,4.82398,141.367,1774.32,6.71434,138.491,1755.57,-11.0941,149.53,1764.42
491,28.2334,-75.0307,1636.11,12.3206,-61.1822,1623.97,30.1221,-64.7512,1613.91,2.90678,141.897,1774.95,4.79118,138.994,1756.31,-12.739,150.034,1765.2
492,28.6767,-76.2217,1635.12,12.7772,-62.1419,1623.06,30.6706,-65.3132,1612.64,1.5952,142.576,1775.6,3.40371,139.593,1757.02,-14.383,150.561,1765.91
493,28.7022,-77.6381,1634.2,13.0855,-63.1777,1622.2,30.8107,-66.7838,1611.98,0.0500096,142.925,1776.4,1.91417,140.093,1757.74,-15.7411,151.093,1766.69
494,29.5287,-78.2384,1633.25,13.5758,-64.0983,1621.43,31.2095,-67.5182,1610.89,-1.65687,143.451,1777.07,0.312369,140.567,1758.43,-17.3411,151.42,1767.26
495,29.4354,-79.5797,1632.43,13.7309,-64.9153,1620.44,31.4979,-68.576,1610.24,-2.82897,143.998,1777.7,-1.06214,141.037,1758.92,-18.8007,151.917,1767.9
496,29.2833,-80.4799,1631.59,14.0843,-65.5958,1619.82,31.7258,-69.1652,1609.26,-4.29106,144.301,1778.27,-2.37605,141.498,1759.59,-20.0728,152.269,1768.5
497,29.3868,-81.3496,1630.86,14.205,-66.5677,1619.17,31.7247,-70.3631,1608.71,-5.80149,144.744,1778.92,-3.6856,141.812,1760.32,-21.4567,152.713,1769.08
498,29.2554,-82.1558,1630.05,13.9266,-67.3625,1618.05,31.781,-71.0424,1607.94,-6.65608,145.155,1779.59,-4.69761,142.233,1760.87,-22.7892,153.086,1769.61
499,29.3024,-82.859,1629.4,14.2219,-67.8864,1617.69,31.7934,-71.6759,1607.27,-7.85458,145.44,1780.11,-5.684,142.607,1761.4,-23.7232,153.37,1770.13
500,29.1657,-83.5049,1628.69,14.2428,-68.4976,1617.1,31.7652,-72.1127,1606.37,-9.17206,145.717,1780.64,-6.88332,142.925,1761.93,-24.68,153.69,1770.5
501,28.9307,-84.0694,1628.02,14.2176,-68.7627,1616.41,31.7071,-72.7743,1605.89,-10.1433,146.056,1781.09,-7.79612,143.282,1762.4,-25.8755,154.06,1770.94
502,28.91,-84.5504,1627.45,14.2656,-69.0986,1615.86,31.6641,-73.2002,1605.36,-10.9433,146.443,1781.52,-8.63365,143.53,1762.87,-26.9608,154.421,1771.33
503,28.757,-84.9796,1627.11,14.1232,-69.6652,1615.54,31.6731,-73.3091,1604.6,-11.8708,146.706,1781.93,-9.54604,143.941,1763.29,-27.6934,154.676,1771.64
504,28.596,-85.3749,1626.7,13.6922,-70.0829,1614.58,31.1706,-74.205,1604.28,-12.9791,147.047,1782.33,-10.3384,144.328,1763.64,-28.3711,155.123,1771.94
505,28.3652,-85.5786,1626.31,13.8106,-70.0194,1614.64,30.9903,-74.7703,1604.2,-13.9338,147.471,1782.62,-11.1306,144.74,1763.94,-29.2466,155.411,1772.2
506,27.9069,-85.7185,1626.07,13.642,-70.1009,1614.49,30.7258,-75.0221,1604,-14.5935,147.783,1782.84,-11.7915,145,1764.22,-30.0847,155.792,1772.45
507,27.4693,-85.8147,1625.9,13.4179,-70.1943,1614.41,30.4449,-75.1433,1603.84,-15.1059,148.22,1783.09,-12.3903,145.428,1764.43,-30.8266,156.219,1772.62
508,27.2382,-85.8498,1625.83,13.1233,-70.1481,1614.33,29.9967,-75.2809,1603.81,-15.6262,148.715,1783.32,-13.0261,146.014,1764.63,-31.4687,156.696,1772.83
509,27.0301,-85.7738,1625.87,12.7746,-70.1194,1614.38,29.662,-75.2987,1603.84,-16.1723,149.185,1783.54,-13.4946,146.456,1764.85,-32.0008,157.143,1773.01
510,26.6675,-85.6627,1625.91,12.3429,-69.9285,1614.42,29.2909,-75.2554,1603.86,-16.7099,149.727,1783.78,-13.9446,146.907,1765.07,-32.3635,157.785,1773.09
511,26.402,-85.4782,1626.07,11.8878,-69.5536,1614.62,28.9804,-75.0948,1603.98,-17.2474,150.306,1783.85,-14.349,147.506,1765.26,-32.7471,158.366,1773.16
512,25.9781,-85.1594,1626.27,11.5556,-69.147,1614.85,28.6387,-74.8157,1604.19,-17.6878,150.863,1784.03,-14.7143,148.138,1765.35,-33.1272,158.877,1773.23
513,25.5917,-84.7932,1626.66,11.2303,-68.8147,1615.06,28.3335,-74.5211,1604.56,-18.0348,151.488,1784.04,-15.021,148.666,1765.38,-33.4301,159.427,1773.23
514,25.2338,-84.3319,1627.05,10.9003,-68.3514,1615.39,27.9654,-74.1351,1604.89,-18.2376,152.265,1784,-15.174,149.399,1765.4,-33.4415,160.062,1773.32
515,24.7933,-83.8021,1627.55,10.3234,-68.0639,1615.38,27.609,-73.651,1605.39,-18.4003,152.912,1784.01,-15.3725,150.14,1765.28,-33.7592,160.831,1773.22
516,24.4253,-83.2554,1628.13,10.3286,-67.2674,1616.26,27.2233,-73.2411,1605.92,-18.4383,153.635,1783.78,-15.4199,150.817,1765.16,-33.8947,161.502,1773.05
517,23.9544,-82.5644,1628.76,10.1013,-66.6899,1616.82,26.8716,-72.6682,1606.6,-18.3792,154.45,1783.59,-15.4207,151.521,1765,-33.9152,162.156,1772.79
518,23.4566,-81.8791,1629.6,9.76291,-66.0113,1617.43,26.5312,-72.1392,1607.42,-18.4391,155.204,1783.45,-15.2866,152.309,1764.68,-33.8456,162.98,1772.3
519,22.9889,-81.1513,1630.59,9.53893,-65.3025,1618.18,26.073,-71.6058,1608.33,-18.5299,155.925,1782.97,-15.0811,153.033,1764.3,-33.5977,163.731,1771.8
520,22.3655,-80.3478,1631.64,9.10147,-64.1766,1619.06,25.5378,-70.9458,1609.38,-18.4973,156.72,1782.42,-14.9034,153.771,1763.86,-33.4486,164.45,1771.27
521,21.828,-79.5096,1632.73,8.45947,-63.3569,1620.08,25.0679,-70.2051,1610.51,-18.3398,157.561,1781.77,-14.6827,154.577,1763.18,-32.9896,165.366,1770.61
522,21.1541,-78.6491,1633.92,7.97854,-62.4412,1621.41,24.4606,-69.4194,1611.63,-17.9709,158.28,1781.18,-14.3592,155.247,1762.49,-32.8784,165.958,1769.96
523,20.5344,-77.6559,1635.13,7.20872,-61.7747,1622.59,24.0023,-68.704,1612.99,-17.2865,159.172,1780.44,-14.0405,155.979,1761.82,-32.6741,166.631,1769.35
524,19.9009,-76.6753,1636.55,6.54097,-60.9444,1623.93,23.3034,-67.9409,1614.35,-17.0632,159.943,1779.74,-13.6612,156.692,1761.05,-32.2334,167.499,1768.41
525,19.2143,-75.6498,1638.05,5.95986,-60.1083,1625.35,22.7585,-67.0053,1615.73,-16.8001,160.646,1778.82,-13.1473,157.487,1760.2,-31.7606,168.18,1767.43
526,18.5679,-74.6032,1639.66,5.34251,-59.2779,1626.84,22.1434,-66.0921,1617.3,-16.2205,161.409,1777.76,-12.5789,158.121,1759.22,-31.048,168.991,1766.47
527,17.7427,-73.5341,1641.45,4.75795,-58.2979,1628.51,21.5282,-65.2981,1619.06,-15.1807,162.343,1776.63,-12.0576,158.772,1758.15,-30.6707,169.594,1765.5
528,16.9858,-72.4794,1643.28,4.04568,-57.2176,1630.36,20.7979,-64.4005,1620.82,-14.756,162.877,1775.87,-11.4164,159.527,1757.06,-30.1164,170.161,1764.31
529,16.1823,-71.3321,1645.39,3.20172,-55.9117,1632.35,19.9074,-63.5361,1622.85,-14.4406,163.59,1774.32,-10.6765,160.343,1755.72,-29.2197,171.104,1762.95
530,15.2366,-70.3019,1647.68,2.36433,-54.8309,1634.25,19.0444,-62.6465,1624.98,-13.4468,164.482,1773.06,-9.98404,161.023,1754.48,-28.6181,171.907,1761.78
531,14.1734,-69.183,1650,1.39448,-53.838,1636.31,18.1887,-61.6483,1627.17,-12.8606,165.348,1771.74,-9.2414,161.763,1753.21,-27.8879,172.644,1760.22
532,13.0826,-67.9663,1652.51,0.391508,-52.7591,1638.56,17.163,-60.759,1629.43,-12.1313,166.117,1770.17,-8.50623,162.593,1751.67,-26.8477,173.468,1758.83
533,11.8194,-66.82,1654.98,-0.772895,-51.772,1640.83,15.9394,-59.8962,1631.76,-11.0321,167.017,1768.79,-7.73652,163.335,1750.21,-26.3827,174.2,1757.34
534,10.5334,-65.6701,1657.31,-1.99431,-50.7224,1643.01,14.7274,-59.0518,1634.17,-10.4396,167.925,1767.24,-6.80878,164.154,1748.67,-25.4572,175.09,1755.7
535,9.1403,-64.5805,1659.81,-3.28584,-49.645,1645.33,13.4181,-58.0625,1636.63,-9.47554,168.798,1765.68,-5.89678,165.124,1747.1,-24.5263,175.907,1754.23
536,7.59015,-63.4234,1662.39,-4.6764,-48.4293,1647.8,12.4199,-56.4011,1638.96,-8.63706,169.773,1764.02,-5.07937,165.988,1745.53,-23.9065,176.83,1752.61
537,6.01531,-62.1305,1665.16,-6.19983,-47.2475,1650.16,10.5444,-56.0275,1641.8,-7.93079,170.613,1762.25,-4.27093,166.784,1743.84,-22.7573,177.683,1751.03
538,4.34979,-60.851,1667.92,-7.74357,-46.0919,1652.95,8.94957,-54.8836,1644.51,-6.68696,171.753,1760.67,-3.45243,167.649,1742.23,-22.8184,178.073,1749.29
539,2.56257,-59.5059,1670.84,-9.44701,-44.7059,1655.67,7.20026,-53.8773,1647.53,-6.13654,172.267,1759.25,-2.57315,168.682,1740.63,-21.7607,179.319,1747.74
540,0.586409,-58.1788,1673.87,-11.1923,-43.4422,1658.61,5.38334,-52.633,1650.48,-5.08792,173.557,1757.62,-1.6361,169.607,1739.15,-20.754,180.334,1746.31
541,-1.4653,-56.7626,1676.97,-13.2843,-42.2426,1661.59,3.55841,-51.3582,1653.61,-4.23787,174.458,1756.27,-0.835821,170.56,1737.61,-20.1831,181.177,1744.65
542,-3.61575,-55.3331,1680.11,-15.1588,-40.58,1664.61,1.53501,-50.0182,1656.66,-3.41238,175.607,1754.54,-0.0511783,171.567,1736.12,-18.9983,182.159,1743.38
543,-5.90126,-53.8867,1683.25,-17.3456,-39.3434,1667.49,-0.511502,-48.6058,1659.83,-2.22835,176.702,1753.42,0.835846,172.574,1734.77,-18.3519,182.794,1741.9
544,-8.26099,-52.3241,1686.39,-19.5151,-37.8514,1670.51,-2.75725,-47.1595,1662.95,-1.57045,177.853,1751.61,1.56316,173.577,1733.24,-17.4802,184.189,1740.5
545,-10.7417,-50.7504,1689.55,-21.8792,-36.3251,1673.63,-5.15595,-45.8362,1666.11,-0.489444,178.964,1750.45,2.47724,174.732,1731.88,-16.3446,185.304,1739.21
546,-13.2717,-49.1779,1692.77,-24.3624,-34.7772,1676.61,-7.50131,-44.2423,1669.23,0.194664,180.169,1749.09,3.30185,175.7,1730.56,-15.6454,186.301,1737.74
547,-15.9097,-47.5362,1695.93,-26.9074,-33.2948,1679.61,-10.156,-43.0108,1672.28,1.1046,181.207,1747.62,4.11023,176.958,1729.12,-14.5281,187.553,1736.54
548,-18.5421,-45.8861,1699.07,-29.1506,-31.5546,1681.82,-12.4708,-41.372,1675.51,2.15153,182.602,1746.46,5.09388,178.046,1728.01,-13.5705,188.655,1735.39
549,-21.1223,-44.2741,1702.21,-31.7529,-30.0855,1685.47,-14.9438,-39.8589,1678.66,2.84328,183.615,1745.26,5.86747,179.176,1726.78,-12.5693,189.654,1734.22
550,-23.719,-42.6303,1705.39,-34.4034,-28.6596,1688.66,-17.3517,-38.2739,1681.85,3.93783,184.984,1743.94,6.78832,180.437,1725.54,-11.6088,191.098,1732.91
551,-26.3674,-41.0338,1708.46,-36.9193,-27.0779,1691.77,-19.9127,-36.623,1684.77,4.43044,185.952,1742.95,7.55556,181.481,1724.34,-10.6196,192.25,1731.83
552,-29.0079,-39.3753,1711.57,-39.463,-25.3901,1694.64,-22.8053,-35.5618,1687.79,5.3192,187.15,1741.65,8.38726,182.739,1723.24,-9.55175,193.532,1730.64
553,-31.7588,-37.6406,1714.55,-42.1119,-23.8656,1697.46,-25.2116,-33.5034,1690.79,6.29966,188.438,1740.35,9.17432,183.795,1722.01,-8.7078,194.519,1729.53
554,-34.4389,-35.8914,1717.39,-44.7254,-22.1955,1700.36,-27.7168,-31.809,1693.75,6.91184,189.489,1739.33,10.1918,185.027,1720.91,-8.54738,195.465,1728.29
555,-37.2452,-34.0733,1720.22,-47.3465,-20.4962,1702.97,-30.3376,-30.236,1696.59,8.12063,190.75,1738.14,11.1995,186.11,1719.71,-7.63324,196.432,1726.71
556,-40.0643,-32.4095,1722.86,-49.9907,-18.6053,1705.57,-32.7271,-28.2833,1699.46,8.88978,191.815,1736.8,12.0727,187.171,1718.52,-7.09818,197.384,1725.58
557,-42.869,-30.7171,1725.52,-52.6731,-17.0008,1708.21,-35.7575,-27.1441,1702.11,10.1395,193.101,1735.69,13.2019,188.403,1717.23,-5.87941,198.472,1724.4
558,-45.7327,-28.938,1728.07,-55.5501,-15.4816,1710.6,-38.3601,-25.2725,1704.68,10.9418,194.137,1734.48,14.2191,189.49,1716.13,-5.09128,199.457,1723.1
559,-48.6641,-27.1933,1730.42,-58.3357,-13.5339,1712.74,-41.14,-23.8323,1707.1,12.0886,195.466,1733.06,15.3144,190.756,1714.75,-3.92702,200.764,1721.71
560,-51.593,-25.3666,1732.67,-60.8817,-11.6193,1714.68,-44.2158,-22.4633,1709.21,13.1317,196.664,1731.77,16.3025,191.867,1713.37,-2.91332,201.811,1720.47
561,-54.5093,-23.4421,1734.7,-63.971,-10.2588,1716.61,-46.6456,-20.2661,1711.46,14.1817,197.924,1730.31,17.4931,193.227,1712.01,-1.98148,202.951,1718.96
562,-60.3403,-19.9999,1738.64,-69.5201,-7.08473,1720.38,-52.2382,-16.9936,1715.3,15.2428,199.256,1728.71,18.6271,194.714,1710.41,-0.741348,204.24,1717.47
563,-63.1377,-18.3041,1740.57,-72.1067,-4.91077,1722.08,-55.0439,-15.7614,1717.42,16.4287,200.468,1727.31,19.8479,196.001,1709,0.21262,205.213,1716.03
564,-68.6331,-15.1592,1744.1,-77.7748,-2.45937,1725.66,-60.139,-12.2073,1720.82,17.5234,201.818,1725.59,21.097,197.522,1707.4,1.54144,206.657,1714.34
565,-71.3073,-13.616,1745.82,-80.1396,-0.322481,1727.07,-62.9876,-11.2302,1722.78,18.9196,203.119,1724.13,22.234,198.575,1705.73,2.63933,207.698,1712.78
566,-74.0161,-12.0755,1747.54,-83.1765,0.233853,1728.79,-65.3466,-9.3689,1724.23,19.9978,204.378,1722.42,23.4414,199.898,1704.11,3.973,209.008,1711.03
567,-107.789,2.99709,1767.63,-115.819,15.8193,1748.32,-98.5564,4.61188,1744.69,21.6093,205.783,1720.59,24.761,201.24,1702.29,5.23264,210.454,1709.28
568,-113.308,4.10964,1770.33,-121.064,16.9768,1750.97,-104.267,5.02023,1747.38,22.5433,207.099,1718.94,25.9747,202.482,1700.69,6.37657,211.396,1707.62
569,-116.029,4.51412,1771.5,-123.828,17.242,1752.35,-106.622,6.04846,1748.61,24.2683,208.362,1717.19,27.387,203.648,1698.87,7.91579,212.803,1705.9
570,-118.784,4.95962,1772.65,-126.541,17.7484,1753.36,-109.504,6.08791,1749.76,25.3956,209.5,1715.57,28.7781,204.999,1697.19,8.8333,213.592,1704.27
571,-121.549,5.35324,1773.64,-129.256,18.1515,1754.38,-112.25,6.34638,1750.83,27.0121,210.665,1713.5,30.281,206.199,1695.37,10.8818,215.051,1702.35
572,-124.371,5.69212,1774.57,-131.942,18.3591,1755.34,-114.778,7.13342,1751.83,28.823,211.797,1711.69,31.7503,207.352,1693.59,11.9444,216.1,1700.61
573,-127.1,5.92351,1775.33,-134.599,18.7385,1756.24,-117.482,7.44788,1752.81,29.8339,212.965,1710.1,33.241,208.495,1691.86,13.5402,216.918,1698.95
574,-129.834,6.04676,1776.2,-137.279,19.0091,1757.17,-120.168,7.64494,1753.79,31.8295,214.141,1708.33,34.8,209.484,1689.99,15.0103,217.943,1697.22
575,-132.547,6.30344,1777.12,-139.838,19.3617,1758.18,-122.837,7.66874,1754.84,33.1297,215.148,1706.39,36.3051,210.439,1688.24,16.5404,218.855,1695.41
576,-135.186,6.46469,1778.03,-142.579,19.3618,1759.02,-125.373,8.09048,1755.6,34.8356,216.035,1704.69,37.9825,211.468,1686.48,18.3006,219.956,1693.74
577,-137.803,6.42807,1778.84,-145.145,19.506,1759.77,-127.938,8.15608,1756.44,36.4654,216.974,1703.16,39.5752,212.271,1684.8,19.6675,220.662,1691.94
578,-140.297,6.45443,1779.63,-147.522,19.7173,1760.54,-130.604,7.81539,1757.27,37.8974,217.681,1701.53,41.1307,213.349,1683.19,21.6428,221.29,1690.63
579,-142.793,6.51978,1780.16,-150.008,19.6529,1761,-133.041,7.76867,1757.87,40.0532,218.574,1700.07,42.9238,213.769,1681.91,23.0552,222.061,1689.16
580,-145.223,6.43014,1780.63,-152.283,19.6015,1761.25,-135.226,8.05943,1758.46,41.5851,219.351,1698.56,44.4377,214.544,1680.59,24.8534,222.899,1687.6
581,-147.603,6.46377,1781.05,-154.474,19.5989,1761.75,-137.564,7.90566,1758.93,43.112,219.888,1697.36,46.0861,215.129,1679.26,26.324,223.461,1686.5
582,-149.886,6.44485,1781.33,-156.687,19.5451,1761.97,-139.826,7.87759,1759.06,44.6534,220.388,1696.24,47.6049,215.71,1677.98,28.0676,224.028,1685.3
583,-152.076,6.33935,1781.67,-158.767,19.5277,1762.43,-141.822,7.86205,1759.35,46.2994,220.877,1695.26,49.1994,216.276,1677.03,29.4527,224.424,1684.39
584,-154.153,6.04547,1781.99,-160.761,19.208,1762.67,-143.769,7.79288,1759.74,47.6527,221.358,1694.41,50.6535,216.79,1676.16,31.0337,225.136,1683.37
585,-156.053,5.86035,1782.34,-162.78,18.9847,1763.01,-145.822,7.39134,1759.93,49.2791,221.903,1693.48,52.2387,217.43,1675.23,32.256,225.271,1682.64
586,-159.718,5.06293,1782.6,-166.411,18.3118,1763.37,-149.505,6.74998,1760.39,50.4759,222.308,1692.66,53.4734,217.752,1674.55,34.0421,226.042,1681.62
587,-163.132,4.24317,1782.8,-169.817,17.5009,1763.59,-152.698,5.89826,1760.9,52.3076,222.969,1691.79,54.9482,218.256,1673.66,35.1175,226.371,1681.15
588,-166.045,3.25569,1782.81,-172.836,16.512,1763.61,-155.981,4.45088,1760.98,53.1103,223.11,1691.29,56.1423,218.69,1672.97,36.7844,226.837,1680.46
589,-167.454,2.73985,1782.69,-174.204,16.1235,1763.54,-157.181,4.38817,1760.69,54.6103,223.621,1690.49,57.3673,219.05,1672.31,37.7796,227.087,1679.7
590,-169.952,1.84888,1782.37,-176.587,15.2998,1763.15,-159.796,3.43409,1760.38,55.8031,223.787,1689.9,58.6343,219.324,1671.61,38.8457,227.242,1679.02
591,-172.167,1.03099,1781.66,-179.032,14.1517,1762.86,-161.526,3.95135,1759.55,56.5738,223.865,1689.31,59.6417,219.553,1671.02,40.0563,227.451,1678.41
592,-173.164,0.663557,1781.31,-180.065,13.8515,1762.49,-162.659,3.43892,1759.28,57.9238,224.125,1688.65,60.7861,219.66,1670.48,41.0103,227.605,1677.78
593,-174.088,0.250712,1780.89,-180.888,13.8731,1762.04,-163.658,2.70383,1759.1,58.8035,224.078,1688.25,61.9315,219.945,1670.02,41.8371,227.503,1677.31
594,-175.616,-0.547026,1780.28,-182.55,12.8615,1761.49,-165.185,2.30702,1758.35,59.7391,224.115,1687.57,62.7548,219.919,1669.5,42.8907,227.42,1676.89
595,-176.341,-0.978029,1779.85,-183.119,12.5641,1761.3,-165.703,2.1286,1757.99,60.3553,223.846,1687.26,63.5456,219.776,1669.07,43.8999,227.462,1676.34
